Coluna;Região Natural
CNAE 2.0 Subclasse;Norte;Nordeste;Sudeste;Sul;Centro-Oeste
Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;518;1729;9963;3210;475
Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;229;834;13848;3738;238
Comércio atacadista de papel e papelão em bruto;115;192;1828;1118;85
Comércio atacadista de embalagens;883;3685;20248;5392;2207
Comércio atacadista de resíduos de papel e papelão;86;1226;8343;3760;812
Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;396;1048;5662;1540;404
Comércio atacadista de resíduos e sucatas metálicos;1011;3843;19307;5029;1383
Comércio atacadista de produtos da extração mineral, exceto combustíveis;126;3111;3145;449;65
Comércio atacadista de fios e fibras têxteis beneficiados;9;198;1371;532;30
Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;467;2244;24493;9222;899
Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;12122;60257;62449;28050;19459
Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;1008;1765;5260;7434;2946
Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;2053;12944;42215;4965;3903
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;19034;59613;149722;81548;23817
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;80793;196762;659518;252744;95760
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;37145;106877;204976;59088;26779
Lojas de departamentos ou magazines (Desativado);0;0;0;0;0
Lojas de variedades, exceto lojas de departamentos ou magazines;2654;6724;21808;6797;4171
Lojas duty free de aeroportos internacionais (Desativado);0;0;0;0;0
Lojas de departamentos ou magazines, exceto lojas francas (Duty free);11020;23260;50697;19427;5458
Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres;12;63;1351;1422;50
Padaria e confeitaria com predominância de produção própria (Desativado);0;0;0;0;0
Padaria e confeitaria com predominância de revenda;9913;25075;130786;29610;18036
Comércio varejista de laticínios e frios;1259;4319;8012;1257;1867
Comércio varejista de doces, balas, bombons e semelhantes;2590;8276;31470;6478;3508
Comércio varejista de carnes - açougues;4594;16078;51409;7858;6270
Peixaria;556;1718;4227;1038;606
Comércio varejista de bebidas;3434;12705;29795;9661;8632
Comércio varejista de hortifrutigranjeiros;2014;12710;57211;9280;6644
Tabacaria;166;233;2100;911;459
Comércio varejista de mercadorias em lojas de conveniência;3649;7422;12354;7120;4314
Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;12669;30988;82071;28592;14767
Comércio varejista de combustíveis para veículos automotores;32280;85052;161160;87403;39418
Comércio varejista de lubrificantes;1271;1696;7025;2157;1283
Comércio varejista de tintas e materiais para pintura;2455;6225;24273;11150;4108
Comércio varejista de material elétrico;3649;7832;33048;15544;6632
Comércio varejista de vidros;1836;5303;19474;7030;3596
Comércio varejista de ferragens e ferramentas;9951;13910;58726;24730;13299
Comércio varejista de madeira e artefatos;1606;10783;30210;10718;4998
Comércio varejista de materiais hidráulicos;527;2172;9135;2693;1168
Comércio varejista de cal, areia, pedra britada, tijolos e telhas;773;1345;4860;2077;1361
Comércio varejista de materiais de construção não especificados anteriormente;3015;13864;66092;19473;9411
Comércio varejista de pedras para revestimento;542;1510;6168;1805;1309
Comércio varejista de materiais de construção em geral;29023;79127;133768;55714;30611
Comércio varejista especializado de equipamentos e suprimentos de informática (Desativado);0;0;1;4;0
Comércio varejista especializado de equipamentos e suprimentos de informática;4431;12858;59193;18294;8981
Recarga de cartuchos para equipamentos de informática;36;213;464;125;82
Comércio varejista especializado de equipamentos de telefonia e comunicação;5179;19008;36716;12870;7504
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;12376;19364;67210;30950;16265
Comércio varejista de móveis;11623;49483;73538;39132;14313
Comércio varejista de artigos de colchoaria;1456;3823;8907;2570;1567
Comércio varejista de artigos de iluminação;220;746;4615;1332;541
Comércio varejista de tecidos;3518;8531;11557;3712;2856
Comercio varejista de artigos de armarinho;5590;14145;17611;5323;2811
Comercio varejista de artigos de cama, mesa e banho;1571;6122;16368;3502;2721
Comércio varejista especializado de instrumentos musicais e acessórios;440;805;2220;670;357
Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação;2259;5188;17956;6366;2892
Comércio varejista de artigos de tapeçaria, cortinas e persianas;539;1429;8073;3210;1674
Comércio varejista de outros artigos de uso doméstico não especificados anteriormente;2942;11456;44798;17338;6510
Comércio varejista de livros;1107;4208;15614;4940;1645
Comércio varejista de jornais e revistas;47;239;1742;575;198
Comércio varejista de artigos de papelaria;5401;10575;41596;11172;6251
Comércio varejista de discos, CDs, DVDs e fitas;33;204;549;143;68
Comércio varejista de brinquedos e artigos recreativos;1245;4699;13469;5610;2217
Comércio varejista de artigos esportivos;1427;5156;23327;6055;2869
Comércio varejista de bicicletas e triciclos, peças e acessórios;1045;3386;7179;2154;1396
Comércio varejista de artigos de caça, pesca e camping;803;787;2444;1208;831
Comércio varejista de embarcações e outros veículos recreativos, peças e acessórios;596;187;1475;678;392
Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;27547;103072;235806;93257;41752
Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas;2683;9490;40772;12907;5070
Comércio varejista de produtos farmacêuticos homeopáticos;80;332;791;277;224
Comércio varejista de medicamentos veterinários;4206;5731;10460;5754;7561
Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;8685;27881;76251;20955;11614
Comércio varejista de artigos médicos e ortopédicos;1019;3383;9988;3962;1728
Comércio varejista de artigos de óptica;6463;24067;42379;14290;7699
Comércio varejista de artigos do vestuário e acessórios;42169;113730;308456;115059;57295
Comércio varejista de calçados;9908;37178;70862;26477;14752
Comércio varejista de artigos de viagem;911;2604;6139;1503;1007
Comércio varejista de artigos de joalheria;1591;5570;19205;7935;3045
Comércio varejista de artigos de relojoaria;276;829;2518;1189;283
Comércio varejista de gás liqüefeito de petróleo (GLP);3681;13866;21013;6789;4215
Comércio varejista de antigüidades;1;35;342;87;27
Comércio varejista de outros artigos usados;364;1076;6016;1773;954
Comércio varejista de suvenires, bijuterias e artesanatos;4265;14795;33289;11142;5023
Comércio varejista de plantas e flores naturais;870;4345;16492;6850;3204
Comércio varejista de objetos de arte;24;257;1548;223;119
Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;3619;12247;51109;14414;7332
Comércio varejista de produtos saneantes domissanitários;1287;4602;12901;4944;2248
Comércio varejista de fogos de artifício e artigos pirotécnicos;31;98;273;89;45
Comércio varejista de equipamentos para escritório;372;809;2063;1024;476
Comércio varejista de artigos fotográficos e para filmagem;251;929;3009;1287;299
Comércio varejista de armas e munições;149;221;463;326;205
Comércio varejista de outros produtos não especificados anteriormente;5530;23088;95415;30081;9985
Transporte ferroviário de carga;434;7683;22458;4183;1697
Transporte ferroviário de passageiros intermunicipal e interestadual;0;1;0;0;0
Transporte ferroviário de passageiros municipal e em região metropolitana;0;2074;15488;0;592
Transporte metroviário;0;1931;10962;1050;1201
Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal;15838;46020;178921;34251;21591
Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana;1140;15912;57271;11498;7432
Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana;596;6887;25874;9245;1678
Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual;4677;6883;20986;5021;7440
Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional;0;41;72;108;0
Serviço de táxi;128;441;847;107;160
Serviço de transporte de passageiros - locação de automóveis com motorista;1196;7880;5025;1711;2281
Transporte escolar;2718;4030;18537;5111;2892
Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal;3934;6367;14333;5102;3138
Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;1639;8206;44817;12186;4130
Organização de excursões em veículos rodoviários próprios, municipal;2;150;119;49;16
Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional;26;310;296;567;137
Outros transportes rodoviários de passageiros não especificados anteriormente;26;69;327;48;29
Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;10414;22760;96778;30623;18296
Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;40447;119930;547553;275145;98915
Transporte rodoviário de produtos perigosos;3714;14366;54633;15996;9746
Transporte rodoviário de mudanças;233;722;2896;938;417
Transporte dutoviário;176;735;5637;355;105
Trens turísticos, teleféricos e similares;0;21;127;12;0
Transporte marítimo de cabotagem - Carga;210;130;3550;57;0
Transporte marítimo de cabotagem - passageiros;47;21;8;7;0
Transporte marítimo de longo curso - Carga;18;0;533;40;0
Transporte marítimo de longo curso - Passageiros;20;8;0;0;0
Transporte por navegação interior de carga, municipal, exceto travessia;293;24;165;32;107
Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia;9352;11;446;729;236
Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia;239;40;58;28;0
Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia;1532;568;3;83;13
Navegação de apoio marítimo;265;674;20885;1001;0
Navegação de apoio portuário;577;1487;2959;929;0
Serviços de rebocadores e empurradores;0;0;93;8;0
Transporte por navegação de travessia, municipal;664;349;142;92;5
Transporte por navegação de travessia, intermunicipal;926;617;370;507;48
Transporte aquaviário para passeios turísticos;11;335;293;430;106
Outros transportes aquaviários não especificados anteriormente;181;19;30;12;0
Transporte aéreo de passageiros regular;1586;4348;34715;3156;4051
Serviço de táxi aéreo e locação de aeronaves com tripulação;680;301;5687;842;592
Outros serviços de transporte aéreo de passageiros não-regular;306;67;209;40;34
Transporte aéreo de carga;137;175;1054;144;48
Transporte espacial;0;1;9;0;0
Armazéns gerais - emissão de warrant;3130;4496;41545;15690;8198
Guarda-móveis;100;193;1905;245;126
Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;2155;5419;34603;9987;2887
Carga e descarga;4198;12269;39184;21411;9133
Concessionárias de rodovias, pontes, túneis e serviços relacionados;606;1070;22567;6812;4910
Terminais rodoviários e ferroviários;280;3139;3903;597;337
Estacionamento de veículos;1561;8146;50450;9444;2835
Serviços de apoio ao transporte por táxi, inclusive centrais de chamada;24;279;426;115;36
Serviços de reboque de veículos;661;2906;8178;3070;1387
Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente;319;1243;6639;1518;561
Administração da infra-estrutura portuária;241;1565;1950;861;4
Operações de terminais;4442;6493;28638;11616;266
Gestão de terminais aquaviários;354;103;402;0;33
Atividades de agenciamento marítimo;372;1134;9598;2674;22
Atividades auxiliares dos transportes aquaviários não especificadas anteriormente(Desativado);0;0;0;0;0
Serviços de praticagem;189;151;97;48;0
Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;253;601;1024;566;10
Operação dos aeroportos e campos de aterrissagem;489;1916;5479;921;4495
Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem;3221;5952;28673;3727;3132
Comissaria de despachos;506;158;5736;2163;30
Atividades de despachantes aduaneiros;252;349;2421;2019;82
Agenciamento de cargas, exceto para o transporte marítimo;350;1107;9206;2108;590
Organização logística do transporte de carga;1825;7403;27774;7025;1919
Operador de transporte multimodal - OTM;2118;468;3332;569;430
Atividades do Correio Nacional;4628;16186;42814;12902;9381
Atividades de franqueadas e permissionárias do Correio Nacional;64;811;6166;1706;573
Serviços de malote não realizados pelo Correio Nacional;995;1421;8167;1829;1679
Serviços de entrega rápida;3609;12683;16466;5024;4463
Hotéis;13413;93865;134811;53500;29016
Apart-hotéis;174;829;2070;896;540
Motéis;3692;8793;16214;4919;3771
Albergues, exceto assistenciais;32;305;662;166;52
Campings;42;40;440;213;49
Pensões (alojamento);388;1015;2094;730;300
Outros alojamentos não especificados anteriormente;404;3260;7178;1438;837
Restaurantes e similares;40273;172089;466919;160442;82548
Bares e outros estabelecimentos especializados em servir bebidas (Desativado);0;0;0;0;0
Lanchonetes, casas de chá, de sucos e similares;18882;71795;289890;71249;41169
Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento;1031;7784;27646;5943;3812
Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento;975;5464;10341;3599;2409
Serviços ambulantes de alimentação;746;1380;4361;1093;814
Fornecimento de alimentos preparados preponderantemente para empresas;19273;38205;162697;46582;17298
Serviços de alimentação para eventos e recepções - bufê;2376;5422;41096;4974;7479
Cantinas - serviços de alimentação privativos;826;1420;9865;1561;925
Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;2961;10361;38760;12887;6105
Edição de livros;150;901;12203;1780;1479
Edição de jornais (Desativado);0;0;0;0;0
Edição de jornais diarios;284;543;1486;845;609
Edição de jornais nao diarios;1;8;234;174;36
Edição de revistas;7;60;1837;270;71
Edição de cadastros, listas e outros produtos gráficos;55;209;1309;349;124
Edição integrada à impressão de livros;33;1203;5453;1572;20
Edição integrada à impressão de jornais (Desativado);0;0;0;0;0
Edição integrada à impressão de jornais diarios;412;1206;4912;2504;1058
Edição integrada à impressão de jornais nao diarios;0;7;77;90;0
Edição integrada à impressão de revistas;32;13;482;137;5
Edição integrada à impressão de cadastros, listas e outros produtos gráficos;164;1226;5135;2196;365
Estúdios cinematográficos;16;63;501;150;22
Produção de filmes para publicidade;199;441;881;428;306
Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;110;824;4457;418;3348
Serviços de dublagem;0;0;174;1;0
Serviços de mixagem sonora em produção audiovisual;0;5;108;4;1
Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;37;162;657;208;78
Distribuição cinematográfica, de vídeo e de programas de televisão;1;44;1212;27;5
Atividades de exibição cinematográfica;628;1969;7152;2184;1039
Atividades de gravação de som e de edição de música;69;343;909;238;110
Atividades de rádio;1723;4998;8444;9085;2608
Atividades de televisão aberta;3144;5939;26021;5033;5016
Programadoras;0;157;2294;78;48
Atividades relacionadas à televisão por assinatura, exceto programadoras;0;15;917;6;0
Serviços de telefonia fixa comutada - STFC;919;4612;18867;8133;2015
Serviços de redes de transporte de telecomunicações - SRTT;4;41;246;66;186
Serviços de comunicação multimídia - SCM;9053;44136;49309;17806;12308
Serviços de telecomunicações por fio não especificados anteriormente;17;372;330;24;19
Telefonia móvel celular;971;2495;19054;2273;1644
Serviço móvel especializado - SME;231;440;4913;1020;445
Serviços de telecomunicações sem fio não especificados anteriormente;2;79;8881;104;69
Telecomunicações por satélite;198;3;672;15;220
Operadoras de televisão por assinatura por cabo;50;858;635;71;32
Operadoras de televisão por assinatura por microondas;0;0;0;0;0
Operadoras de televisão por assinatura por satélite;0;4;244;12;0
Provedores de acesso às redes de comunicações;4659;12026;18825;7806;3412
Provedores de voz sobre protocolo internet - VOIP;14;89;261;95;14
Outras atividades de telecomunicações não especificadas anteriormente;356;1824;14816;3990;2273
Desenvolvimento de programas de computador sob encomenda (Desativado);0;0;0;0;0
Desenvolvimento de programas de computador sob encomenda;937;13470;118048;36835;24357
web design;19;157;663;205;93
Desenvolvimento e licenciamento de programas de computador customizáveis;2967;8752;61052;28498;5767
Desenvolvimento e licenciamento de programas de computador não-customizáveis;278;4425;46386;27233;9092
Consultoria em tecnologia da informação;2776;31954;69634;14322;8800
Suporte técnico, manutenção e outros serviços em tecnologia da informação;7390;30747;74625;26161;18247
Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;1560;5349;39679;11011;2605
Portais, provedores de conteúdo e outros serviços de informação na internet;902;5513;40689;9710;4286
Agências de notícias;59;88;611;566;184
Outras atividades de prestação de serviços de informação não especificadas anteriormente;855;2896;8513;2486;2863
Banco Central;41;284;1222;246;1432
Bancos comerciais;2844;353;19650;864;158
Bancos múltiplos, com carteira comercial;10969;40186;193388;38987;17560
Caixas econômicas;4041;15011;31726;12355;24072
Bancos cooperativos;0;0;24;302;651
Cooperativas centrais de crédito;424;228;938;5191;573
Cooperativas de crédito mútuo;5381;4853;37196;45240;15619
Cooperativas de crédito rural;1128;279;1304;8509;1035
Bancos múltiplos, sem carteira comercial;0;48;3527;954;13
Bancos de investimento;0;16;402;0;0
Bancos de desenvolvimento;0;73;3408;414;93
Agências de fomento;324;396;387;378;240
Sociedades de crédito imobiliário;0;508;0;0;1
Associações de poupança e empréstimo;26;28;83;43;1025
Companhias hipotecárias;0;10;5;61;0
Sociedades de crédito, financiamento e investimento - financeiras;2;128;10608;1237;118
Sociedades de crédito ao microempreendedor;4;279;230;30;2
Bancos de Câmbio;0;0;348;38;0
Outras Instituições de Intermediação Não-Monetária não especificadas anteriormente;0;0;36;77;8
Arrendamento mercantil;0;0;228;1;3
Sociedades de capitalização;14;53;1803;131;37
Holdings de instituições financeiras;25;2;1438;67;5
Holdings de instituições não-financeiras;1483;6608;52186;9332;6744
Outras sociedades de participação, exceto holdings;554;1203;14587;1736;1172
Fundos de investimento, exceto previdenciários e imobiliários;0;0;0;0;0
Fundos de investimento previdenciários;0;0;0;0;0
Fundos de investimento imobiliários;0;0;1;0;0
Sociedades de fomento mercantil - factoring;87;256;1683;311;171
Securitização de créditos;284;450;2182;1000;266
Administração de consórcios para aquisição de bens e direitos;103;1260;10392;2589;906
Clubes de investimento;0;0;0;0;0
Sociedades de investimento;0;2;9;0;4
Fundo garantidor de crédito;759;0;10;2;32
Caixas de financiamento de corporações;0;0;13;0;0
Concessão de crédito pelas OSCIP;59;531;11;888;0
Outras atividades de serviços financeiros não especificadas anteriormente;52;426;6401;1684;16966
Seguros de vida;72;446;10261;720;374
Planos de auxílio-funeral;49;184;1175;795;194
Seguros não-vida;73;558;26669;1907;754
Seguros-saúde;6;87;6409;78;45
Resseguros;0;0;603;5;2
Previdência complementar fechada;40;556;3948;979;1830
Previdência complementar aberta;24;57;2519;449;50
Planos de saúde;5043;16522;76801;21314;8355
Bolsa de valores;0;0;1;0;0
Bolsa de mercadorias;0;0;0;1;2
Bolsa de mercadorias e futuros;0;0;2664;78;0
Administração de mercados de balcão organizados;0;0;27;0;0
Corretoras de títulos e valores mobiliários;51;0;14776;162;15
Distribuidoras de títulos e valores mobiliários;3;0;4956;135;30
Corretoras de câmbio;46;210;2167;266;52
Corretoras de contratos de mercadorias;9;5;138;59;22
Agentes de investimentos em aplicações financeiras;7;32;452;249;47
Administração de cartões de crédito;121;1844;15015;1724;535
Serviços de liquidação e custódia;0;0;22;0;0
Correspondentes de instituições financeiras;608;2671;8030;3050;990
Representações de bancos estrangeiros;0;0;84;0;1
Caixas eletrônicos;0;0;0;0;0
Operadoras de cartões de débito;0;11;1429;0;41
Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente;633;3693;28159;3938;1130
Peritos e avaliadores de seguros;44;190;1210;440;43
Auditoria e consultoria atuarial;1354;98;274;111;156
Corretores e agentes de seguros, de planos de previdência complementar e de saúde;1524;7729;49225;11111;5798
Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;35;181;4130;440;118
Atividades de administração de fundos por contrato ou comissão;28;658;8097;576;534
Compra e venda de imóveis próprios;1192;4596;11405;3333;1709
Aluguel de imóveis próprios;1027;4914;14434;4863;1747
Loteamento de imóveis próprios;538;1955;2472;892;1246
Corretagem na compra e venda e avaliação de imóveis;1097;4402;20591;8694;3418
Corretagem no aluguel de imóveis;393;2527;20838;8017;2113
Gestão e administração da propriedade imobiliária;3328;21253;35277;10896;6144
Serviços advocatícios;5885;17330;55554;22564;10791
Atividades auxiliares da justiça;721;54;860;203;62
Agente de propriedade industrial;77;96;1338;205;6
Cartórios;6634;18663;46828;23644;12407
Atividades de contabilidade;12909;42787;162838;69290;30579
Atividades de consultoria e auditoria contábil e tributária;179;2080;14175;2592;1144
Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;10160;27457;139465;19600;11204
Serviços de arquitetura;1005;2093;5558;2176;1318
Serviços de engenharia;18715;62679;196282;45364;21664
Serviços de cartografia, topografia e geodésia;1324;2817;5870;1890;1469
Atividades de estudos geológicos;1711;1118;3580;613;248
Serviços de desenho técnico relacionados à arquitetura e engenharia;179;948;3921;1022;486
Serviços de perícia técnica relacionados à segurança do trabalho;477;1222;5033;2641;840
Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente;109;1089;8435;483;490
Testes e análises técnicas;1979;4667;33729;7016;1986
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;4852;6864;35138;7821;4804
Pesquisa e desenvolvimento experimental em ciências sociais e humanas;757;1671;2538;430;108
Agências de publicidade;859;3560;25985;4151;1752
Agenciamento de espaços para publicidade, exceto em veículos de comunicação;237;1153;3649;1161;703
Criação de estandes para feiras e exposições;23;70;485;180;29
Promoção de vendas;2535;24611;54970;33076;15652
Marketing direto;667;2874;14830;2568;1210
Consultoria em publicidade;90;357;2680;509;91
Outras atividades de publicidade não especificadas anteriormente;116;922;10208;362;285
Pesquisas de mercado e de opinião pública;65;3016;5896;972;306
Design;0;0;0;0;0
Decoração de interiores;126;441;1664;282;231
Design de produtos;4;71;834;229;50
Atividades de Design não Especificadas Anteriormente;43;159;803;261;61
Atividades de produção de fotografias, exceto aérea e submarina;230;1346;2902;1712;679
Atividades de produção de fotografias aéreas e submarinas;3;104;238;78;71
Laboratórios fotográficos;92;273;1344;452;108
Filmagem de festas e eventos;26;179;646;364;72
Serviços de microfilmagem;129;67;596;37;28
Serviços de tradução, interpretação e similares;10;76;786;258;35
Escafandria e mergulho;51;221;2720;231;23
Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;3452;4483;5391;2233;3401
Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários;3837;13862;66550;12910;4999
Agenciamento de profissionais para atividades esportivas, culturais e artísticas;34;171;863;505;52
Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;985;4012;27414;4373;951
Atividades veterinárias;1989;6074;20663;6720;3914
Locação de automóveis sem condutor;7554;24252;50684;10978;5068
Locação de embarcações sem tripulação, exceto para fins recreativos;86;83;1517;45;25
Locação de aeronaves sem tripulação;5;4;36;24;14
Locação de outros meios de transporte não especificados anteriormente, sem condutor;891;3824;5731;1241;836
Aluguel de equipamentos recreativos e esportivos;275;931;2730;855;344
Aluguel de fitas de vídeo, DVDs e similares;17;49;101;56;14
Aluguel de objetos do vestuário, jóias e acessórios;421;2283;6571;2183;1005
Aluguel de aparelhos de jogos eletrônicos;30;65;349;266;22
Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal, instrumentos musicais;266;2120;5995;1117;1217
Aluguel de material médico;6;40;421;25;82
Aluguel de outros objetos pessoais e domésticos não especificados anteriormente;8;188;557;284;111
Aluguel de máquinas e equipamentos agrícolas sem operador;791;3004;3390;634;1676
Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;3605;14961;42439;7236;7192
Aluguel de andaimes;181;1380;6824;1494;620
Aluguel de máquinas e equipamentos para escritório;4426;3480;9197;2466;1602
Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador;96;51;370;10;487
Aluguel de equipamentos científicos, médicos e hospitalares, sem operador;164;650;2168;293;324
Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;928;3113;9662;1931;1225
Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;2671;9385;40613;8056;3754
Gestão de ativos intangíveis não-financeiros;360;1754;12170;8805;1509
Seleção e agenciamento de mão-de-obra;10516;35341;73020;27214;8884
Locação de mão-de-obra temporária;28324;66736;387314;56512;19194
Fornecimento e gestão de recursos humanos para terceiros;5321;117384;108633;49182;40824
Agências de viagens;2570;9729;34633;9376;4634
Operadores turísticos;228;852;2379;713;378
Serviços de reservas e outros serviços de turismo não especificados anteriormente;485;1914;4339;1319;637
Atividades de vigilância e segurança privada;44793;120049;283488;101476;64682
Serviços de adestramento de cães de guarda;8;39;150;49;18
Atividades de transporte de valores;3367;9021;26587;5019;3373
Atividades de monitoramento de sistemas de segurança (Desativado);0;0;0;0;0
Atividades de monitoramento de sistemas de segurança eletronico;6214;17920;56114;21435;5801
Outras atividades de serviços de segurança;43;303;3508;802;414
Atividades de investigação particular;0;153;100;10;1
Serviços combinados para apoio a edifícios, exceto condomínios prediais;16613;46333;253481;47427;23551
Condomínios prediais;16826;126174;315142;60741;34407
Limpeza em prédios e em domicílios;46177;123024;351779;107721;45315
Imunização e controle de pragas urbanas;1485;3262;15444;3248;1448
Atividades de limpeza não especificadas anteriormente;7320;8485;58100;20124;9359
Atividades paisagísticas;946;4073;31227;5856;2630
Serviços combinados de escritório e apoio administrativo;63916;140809;499513;162969;139418
Fotocópias;455;1954;5200;1559;746
Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;5950;19061;93494;24884;35715
Atividades de teleatendimento;7498;157464;244671;58452;12022
Serviços de organização de feiras, congressos, exposições e festas;2456;11320;57244;21685;11922
Casas de festas e eventos;704;1909;5771;1527;890
Atividades de cobrança e informações cadastrais;2659;12693;58606;20618;7014
Envasamento e empacotamento sob contrato;648;1853;13560;2833;1018
Medição de consumo de energia elétrica, gás e água;2371;7317;10473;3374;1187
Emissão de vales-alimentação, vales-transporte e similares;50;264;8141;1138;264
Serviços de gravação de carimbos, exceto confecção;11;31;213;58;60
Leiloeiros independentes;24;153;1383;299;212
Serviços de levantamento de fundos sob contrato;4;3;45;28;2
Casas lotéricas;2347;10656;19365;6779;4686
Salas de acesso à internet;44;279;312;186;85
Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;15010;50389;223727;57172;29902
Administração pública em geral;1055446;3032401;2984406;1055595;927498
Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;197892;262427;34956;115477;136569
Regulação das atividades econômicas;5102;2497;6021;184;6881
Relações exteriores;0;2;44;6;57
Defesa;1861;2544;96574;695;341484
Justiça;26654;70084;111281;44453;64090
Segurança e ordem pública;44736;163627;239435;55765;65221
Defesa Civil;3905;4656;20521;3854;11
Seguridade social obrigatória;6482;30425;20915;6764;13515
Educação infantil - creche;3935;20306;153449;34517;16428
Educação infantil - pré-escola;12435;67298;116902;32897;20825
Ensino fundamental;22902;168567;1095884;61412;50549
Ensino médio;64265;37085;87477;124632;101615
Educação superior - graduação;25085;75744;157106;61828;37607
Educação superior - graduação e pós-graduação;22367;76733;145998;75642;20755
Educação superior - pós-graduação e extensão;2840;1891;14225;4737;1829
Educação profissional de nível técnico;6297;14444;48512;8946;5039
Educação profissional de nível tecnológico;7348;19183;21368;9763;4832
Administração de caixas escolares;6725;0;2126;41;207
Atividades de apoio à educação, exceto caixas escolares;12818;10261;25813;5403;8904
Ensino de esportes;352;1853;7896;2138;1502
Ensino de dança;97;325;1360;478;223
Ensino de artes cênicas, exceto dança;11;16;61;12;13
Ensino de música;214;244;3350;415;294
Ensino de arte e cultura não especificado anteriormente;118;453;1904;337;245
Ensino de idiomas;2603;6610;30028;8308;4209
Formação de condutores;4116;12545;35696;13653;5368
Cursos de pilotagem;14;54;456;181;55
Treinamento em informática;350;1655;4997;1078;509
Treinamento em desenvolvimento profissional e gerencial;8193;13188;44639;16381;8932
Cursos preparatórios para concursos;1313;2127;7652;1875;1099
Outras atividades de ensino não especificadas anteriormente;15881;30736;84793;27842;21078
Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;53444;203810;712652;234428;76259
Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;20251;105497;167507;32921;45003
UTI móvel;614;1131;10506;2165;354
Serviços móveis de atendimento a urgências, exceto por UTI móvel;347;240;6168;1581;59
