"Município";"Abacate";"Abacaxi*";"Açaí";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Alho";"Amendoim (em casca)";"Arroz (em casca)";"Aveia (em grão)";"Azeitona";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Cana-de-açúcar";"Cana para forragem";"Caqui";"Castanha de caju";"Cebola";"Centeio (em grão)";"Cevada (em grão)";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Ervilha (em grão)";"Fava (em grão)";"Feijão (em grão)";"Figo";"Fumo (em folha)";"Girassol (em grão)";"Goiaba";"Guaraná (semente)";"Juta (fibra)";"Laranja";"Limão";"Linho (semente)";"Maçã";"Malva (fibra)";"Mamão";"Mamona (baga)";"Mandioca";"Manga";"Maracujá";"Marmelo";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Rami (fibra)";"Sisal ou agave (fibra)";"Soja (em grão)";"Sorgo (em grão)";"Tangerina";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"João Costa (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Joaquim Pires (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"309";"-";"-";"36";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Joca Marques (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"117";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"142";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"94";"-";"-";"-";"225";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"José de Freitas (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"255";"-";"-";"59";"-";"-";"-";"...";"-";"-";"-";"-";"...";"23651";"...";"-";"144";"-";"-";"-";"-";"36";"-";"-";"-";"9";"656";"-";"-";"-";"-";"-";"-";"84";"185";"-";"-";"-";"-";"-";"252";"158";"-";"-";"600";"-";"212";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Juazeiro do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"72";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Júlio Borges (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"27";"-";"-";"-";"-";"-";"108";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jurema (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"22";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoinha do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"47";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"158";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa Alegre (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"168";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"113";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"140";"-";"-";"-";"270";"-";"90";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa do Barro do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa de São Francisco (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"275";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"121";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"35";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"5";"-";"-";"-";"-";"38";"-";"-";"-";"9";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"27";"-";"-";"23";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa do Sítio (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"476";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"53";"-";"-";"-";"22";"-";"103";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Landri Sales (PI)";"-";"-";"...";"...";"-";"2964";"-";"-";"167";"-";"-";"72";"-";"-";"-";"...";"-";"-";"-";"-";"...";"6";"...";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"40";"504";"-";"-";"-";"-";"-";"-";"33";"-";"-";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"205";"-";"-";"-";"-";"-";"-";"-";"14796";"-";"-";"-";"-";"-";"-";"-";"-"
"Luís Correia (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"263";"-";"-";"-";"-";"383";"-";"-";"-";"-";"1236";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3447";"-";"-";"-";"-";"-";"458";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Luzilândia (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"376";"-";"-";"16";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"971";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"-";"675";"-";"403";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Madeiro (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"172";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"69";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22";"-";"-";"-";"135";"-";"51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Manoel Emídio (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"1016";"-";"-";"36";"-";"-";"-";"...";"-";"-";"-";"-";"...";"40";"...";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"27";"627";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"160";"-";"-";"-";"-";"-";"528";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Marcolândia (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"810";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Marcos Parente (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"126";"-";"-";"60";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"36";"210";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"223";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Massapê do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Matias Olímpio (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"380";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"9";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Miguel Alves (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"6036";"-";"-";"115";"-";"-";"-";"...";"-";"-";"-";"-";"...";"36";"...";"-";"24";"-";"-";"-";"-";"57";"-";"-";"-";"-";"660";"-";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"391";"32";"-";"-";"41";"-";"367";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Miguel Leão (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"360";"-";"-";"46";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"5";"221";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"32";"26";"-";"-";"-";"-";"107";"-";"-";"-";"-";"-";"-";"-";"445";"-";"-";"-";"-";"-";"-";"-";"-"
"Milton Brandão (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"49";"-";"-";"36";"-";"-";"-";"...";"-";"-";"-";"-";"...";"31";"...";"-";"53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"756";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"81";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Monsenhor Gil (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"146";"-";"-";"85";"17";"-";"-";"...";"-";"-";"-";"-";"...";"42";"...";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"36";"217";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"112";"61";"-";"-";"125";"-";"74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Monsenhor Hipólito (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"1056";"-";"-";"-";"-";"-";"-";"-";"-";"-";"168";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"121";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Monte Alegre do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"505";"-";"-";"84";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"5";"1246";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"147";"-";"-";"-";"-";"-";"6023";"-";"-";"-";"-";"-";"-";"-";"21462";"-";"-";"-";"-";"-";"-";"-";"-"
"Morro Cabeça no Tempo (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"224";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"51";"-";"-";"-";"-";"-";"67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Morro do Chapéu do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"97";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"9";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Murici dos Portelas (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"1254";"-";"-";"43";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1368";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1336";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nazaré do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"89";"-";"-";"36";"-";"-";"-";"...";"-";"-";"-";"-";"...";"11";"...";"-";"-";"-";"-";"-";"-";"16";"-";"-";"-";"-";"91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-";"-";"-";"-";"-";"160";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nazária (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"43";"-";"-";"74";"18";"-";"-";"...";"-";"-";"-";"-";"...";"759";"...";"-";"12";"-";"-";"-";"-";"121";"-";"-";"-";"5";"127";"-";"-";"-";"81";"-";"-";"84";"-";"-";"-";"-";"-";"-";"22";"84";"-";"-";"280";"-";"84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nossa Senhora de Nazaré (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"44";"-";"-";"-";"-";"-";"61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nossa Senhora dos Remédios (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"347";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"8";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"101";"-";"-";"-";"-";"-";"143";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Oriente do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"88";"-";"-";"72";"-";"-";"-";"...";"-";"-";"-";"-";"...";"19";"...";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"90";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"158";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Santo Antônio (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"108";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Oeiras (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"305";"-";"-";"120";"-";"-";"-";"...";"-";"-";"-";"-";"...";"35";"...";"-";"179";"-";"-";"-";"-";"54";"-";"-";"-";"-";"1105";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"150";"-";"-";"34";"-";"-";"240";"-";"1292";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Olho D'Água do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"101";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"47";"-";"-";"-";"-";"-";"-";"-";"-";"9";"102";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"81";"74";"-";"-";"750";"-";"207";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Padre Marcos (PI)";"-";"-";"...";"...";"-";"-";"-";"54";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"22";"-";"-";"-";"-";"47";"-";"-";"-";"-";"205";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paes Landim (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pajeú do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"1";"-";"-";"18";"-";"-";"-";"...";"-";"-";"-";"-";"...";"52";"...";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"225";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Palmeira do Piauí (PI)";"14";"-";"...";"...";"-";"913";"-";"-";"5";"-";"-";"36";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1500";"...";"-";"64";"-";"-";"-";"-";"30";"-";"-";"-";"7";"1360";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"240";"-";"-";"-";"-";"-";"3719";"-";"-";"-";"-";"-";"-";"-";"12282";"-";"-";"-";"-";"-";"-";"-";"-"
"Palmeirais (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"212";"-";"-";"114";"4";"-";"-";"...";"-";"-";"-";"-";"...";"15";"...";"-";"121";"-";"-";"-";"-";"-";"-";"-";"-";"63";"186";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"364";"55";"-";"-";"98";"-";"154";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paquetá (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"101";"...";"-";"189";"-";"-";"-";"-";"18";"-";"-";"-";"-";"221";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"72";"-";"-";"-";"-";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Parnaguá (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"490";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"13";"36";"-";"-";"-";"-";"207";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Parnaíba (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"183";"-";"-";"30";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"46";"-";"-";"-";"-";"2052";"-";"-";"-";"-";"150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"135";"88";"-";"-";"1674";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Passagem Franca do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"263";"-";"-";"60";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"43";"-";"-";"-";"-";"-";"-";"-";"-";"27";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"73";"-";"-";"-";"444";"-";"126";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"68";"-";"-";"-";"-";"-"
"Patos do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"32";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pau D'Arco do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"10";"-";"-";"-";"-";"33";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"39";"29";"-";"-";"163";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paulistana (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"60";"36";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"95";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pavussu (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"54";"-";"-";"43";"-";"-";"-";"...";"-";"-";"-";"-";"...";"40";"...";"-";"17";"-";"-";"-";"-";"12";"-";"-";"-";"8";"505";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"252";"-";"-";"-";"-";"-";"178";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedro II (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"19";"-";"-";"144";"-";"-";"-";"...";"-";"-";"-";"-";"...";"223";"...";"-";"112";"-";"-";"-";"-";"12";"-";"-";"-";"14";"518";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"6";"105";"-";"-";"79";"-";"85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedro Laurentino (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Santa Rita (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Picos (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"464";"-";"-";"4875";"25";"-";"-";"...";"-";"-";"-";"-";"...";"77";"...";"-";"144";"-";"-";"-";"-";"612";"-";"-";"-";"-";"179";"-";"-";"-";"84";"-";"-";"-";"-";"-";"-";"-";"49";"-";"90";"193";"-";"-";"635";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1824";"-";"-";"-";"-";"-"
"Pimenteiras (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"126";"-";"-";"41";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"15";"-";"-";"-";"-";"19";"-";"-";"-";"-";"144";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"288";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pio IX (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4008";"-";"-";"-";"-";"15";"-";"-";"-";"-";"182";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
