Coluna;Região Natural
CNAE 2.0 Subclasse;Norte;Nordeste;Sudeste;Sul;Centro-Oeste
Comércio atacadista de resíduos de papel e papelão;164;1160;8276;2505;981
Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;247;498;4547;1379;298
Comércio atacadista de resíduos e sucatas metálicos;544;2374;16111;3695;938
Comércio atacadista de produtos da extração mineral, exceto combustíveis;79;2894;2776;815;56
Comércio atacadista de fios e fibras têxteis beneficiados;47;207;1185;482;13
Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;826;4071;31334;11087;1863
Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;3917;8710;19805;4213;3345
Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;495;653;2921;3440;1769
Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;3901;25942;49009;9836;4705
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;13512;34271;83970;47619;15962
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;47126;130806;534780;197813;80427
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;23991;97305;164676;63371;24550
Lojas de departamentos ou magazines (Desativado);8130;27196;46734;19428;2896
Lojas de variedades, exceto lojas de departamentos ou magazines;1100;4789;16276;5014;1622
Lojas duty free de aeroportos internacionais (Desativado);30;121;1680;88;46
Lojas de departamentos ou magazines, exceto lojas francas (Duty free);0;0;0;0;0
Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres;0;0;0;0;0
Padaria e confeitaria com predominância de produção própria (Desativado);0;0;0;0;0
Padaria e confeitaria com predominância de revenda;7919;28118;150319;38723;17458
Comércio varejista de laticínios e frios;1255;4537;9813;2245;1600
Comércio varejista de doces, balas, bombons e semelhantes;1514;7331;27607;5236;2578
Comércio varejista de carnes - açougues;3045;10870;43693;8173;5099
Peixaria;437;1282;3590;1080;390
Comércio varejista de bebidas;3191;10876;25977;9271;5807
Comércio varejista de hortifrutigranjeiros;1197;8702;35884;6188;3725
Tabacaria;125;469;1489;722;232
Comércio varejista de mercadorias em lojas de conveniência;108;675;275;144;127
Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;6607;19030;62616;23448;14549
Comércio varejista de combustíveis para veículos automotores;23834;61189;152328;70983;34723
Comércio varejista de lubrificantes;716;2360;5041;1780;1199
Comércio varejista de tintas e materiais para pintura;1971;4331;20551;8332;2982
Comércio varejista de material elétrico;2548;6583;31723;14300;5199
Comércio varejista de vidros;2268;6677;22006;9633;3845
Comércio varejista de ferragens e ferramentas;7706;16365;61381;23556;10379
Comércio varejista de madeira e artefatos;1992;9942;31333;11196;4539
Comércio varejista de materiais hidráulicos;363;1496;7222;1572;814
Comércio varejista de cal, areia, pedra britada, tijolos e telhas;547;1585;5281;2327;1030
Comércio varejista de materiais de construção não especificados anteriormente;6156;29907;115417;38436;19244
Comércio varejista de pedras para revestimento;25;205;232;70;28
Comércio varejista de materiais de construção em geral;20410;60823;111475;48807;23974
Comércio varejista especializado de equipamentos e suprimentos de informática (Desativado);0;0;0;0;0
Comércio varejista especializado de equipamentos e suprimentos de informática;4530;14309;53188;16304;6985
Recarga de cartuchos para equipamentos de informática;77;424;1037;340;146
Comércio varejista especializado de equipamentos de telefonia e comunicação;3866;14197;43605;13948;6911
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;12749;41377;126098;34355;24321
Comércio varejista de móveis;23612;61979;91472;50875;18540
Comércio varejista de artigos de colchoaria;471;3242;7721;1969;1223
Comércio varejista de artigos de iluminação;177;847;6177;1542;591
Comércio varejista de tecidos;4293;11358;18367;5394;4083
Comercio varejista de artigos de armarinho;5054;19696;22992;7390;3304
Comercio varejista de artigos de cama, mesa e banho;1596;7541;21571;5668;2889
Comércio varejista especializado de instrumentos musicais e acessórios;410;1170;3692;1117;628
Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação;1322;4952;14346;6743;2589
Comércio varejista de artigos de tapeçaria, cortinas e persianas;516;1442;8425;2985;1441
Comércio varejista de outros artigos de uso doméstico não especificados anteriormente;1977;9812;30685;14755;5056
Comércio varejista de livros;1693;7028;27360;6258;3265
Comércio varejista de jornais e revistas;284;1252;4237;2149;735
Comércio varejista de artigos de papelaria;4128;11098;41359;13158;5930
Comércio varejista de discos, CDs, DVDs e fitas;194;637;2492;777;273
Comércio varejista de brinquedos e artigos recreativos;1179;5009;14421;5775;2181
Comércio varejista de artigos esportivos;1206;4473;19124;5537;2297
Comércio varejista de bicicletas e triciclos, peças e acessórios;1104;3885;6413;2036;1287
Comércio varejista de artigos de caça, pesca e camping;498;486;2384;971;599
Comércio varejista de embarcações e outros veículos recreativos, peças e acessórios;323;244;1451;520;232
Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;19250;66254;165988;59670;28708
Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas;1574;4943;34125;9746;3684
Comércio varejista de produtos farmacêuticos homeopáticos;1079;1293;2484;899;707
Comércio varejista de medicamentos veterinários;2940;4155;8659;5299;4736
Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;5508;22423;55030;13164;8482
Comércio varejista de artigos médicos e ortopédicos;819;4244;11226;3784;2535
Comércio varejista de artigos de óptica;4247;18768;29911;8411;4900
Comércio varejista de artigos do vestuário e acessórios;41301;116996;397876;135679;55070
Comércio varejista de calçados;9009;42751;106324;35022;16380
Comércio varejista de artigos de viagem;851;3782;10071;2478;1459
Comércio varejista de artigos de joalheria;1465;4248;17562;7627;2154
Comércio varejista de artigos de relojoaria;266;1046;3007;1577;388
Comércio varejista de gás liqüefeito de petróleo (GLP);2991;15300;22239;7105;4081
Comércio varejista de antigüidades;28;75;466;115;48
Comércio varejista de outros artigos usados;235;717;3836;1147;425
Comércio varejista de suvenires, bijuterias e artesanatos;2511;12965;29391;10332;3568
Comércio varejista de plantas e flores naturais;761;3613;18409;6839;2530
Comércio varejista de objetos de arte;94;375;1498;307;135
Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;1277;5117;24105;8045;3094
Comércio varejista de produtos saneantes domissanitários;452;2747;8965;2835;2368
Comércio varejista de fogos de artifício e artigos pirotécnicos;54;108;270;47;38
Comércio varejista de equipamentos para escritório;761;2210;7119;3450;1500
Comércio varejista de artigos fotográficos e para filmagem;756;2550;8676;3476;3480
Comércio varejista de armas e munições;67;248;425;142;87
Comércio varejista de outros produtos não especificados anteriormente;9639;32486;168296;50433;20013
Transporte ferroviário de carga;130;6795;20039;4943;1239
Transporte ferroviário de passageiros intermunicipal e interestadual;45;91;39;4;23
Transporte ferroviário de passageiros municipal e em região metropolitana;0;2061;13763;9;2
Transporte metroviário;0;638;12596;1057;1057
Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal;24448;65518;211487;54357;22546
Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana;1396;21352;86294;16857;5975
Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana;1655;11206;40830;15579;5298
Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual;2958;12654;34324;8156;7216
Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional;89;96;153;171;30
Serviço de táxi;259;1468;3670;514;367
Serviço de transporte de passageiros - locação de automóveis com motorista;1960;4915;8203;1529;3115
Transporte escolar;748;1169;7705;3325;1655
Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal;2657;2920;8971;3505;2770
Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;712;3581;27714;4376;1517
Organização de excursões em veículos rodoviários próprios, municipal;2;81;239;68;81
Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional;60;259;1209;1023;354
Outros transportes rodoviários de passageiros não especificados anteriormente;196;261;628;1308;130
Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;5607;15148;69522;23986;14190
Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;24393;68658;373955;182934;51501
Transporte rodoviário de produtos perigosos;1238;7935;35216;10192;5027
Transporte rodoviário de mudanças;314;1312;4458;1100;597
Transporte dutoviário;213;794;2061;344;84
Trens turísticos, teleféricos e similares;0;7;116;174;3
Transporte marítimo de cabotagem - Carga;185;275;7698;127;1
Transporte marítimo de cabotagem - passageiros;1;141;121;1;6
Transporte marítimo de longo curso - Carga;136;33;1015;42;1
Transporte marítimo de longo curso - Passageiros;22;4;1;1;3
Transporte por navegação interior de carga, municipal, exceto travessia;542;31;204;137;110
Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia;5991;18;1033;1112;355
Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia;715;109;69;92;8
Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia;601;52;52;93;6
Navegação de apoio marítimo;38;1308;13061;401;3
Navegação de apoio portuário;154;928;1754;178;0
Serviços de rebocadores e empurradores;0;0;0;0;0
Transporte por navegação de travessia, municipal;402;180;136;167;47
Transporte por navegação de travessia, intermunicipal;936;471;1276;265;33
Transporte aquaviário para passeios turísticos;30;202;71;129;45
Outros transportes aquaviários não especificados anteriormente;17;248;48;27;6
Transporte aéreo de passageiros regular;2257;5122;44935;4220;3610
Serviço de táxi aéreo e locação de aeronaves com tripulação;594;419;4955;451;444
Outros serviços de transporte aéreo de passageiros não-regular;261;106;788;69;115
Transporte aéreo de carga;72;118;1758;238;81
Transporte espacial;8;0;4;0;70
Armazéns gerais - emissão de warrant;1785;5472;34796;10343;4860
Guarda-móveis;81;208;1063;296;34
Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;1267;3574;15841;3560;1538
Carga e descarga;1353;6040;26421;10018;2717
Concessionárias de rodovias, pontes, túneis e serviços relacionados;2;1697;15631;3923;351
Terminais rodoviários e ferroviários;265;962;4265;1090;129
Estacionamento de veículos;742;4677;51697;9753;2973
Serviços de apoio ao transporte por táxi, inclusive centrais de chamada;60;566;821;182;132
Serviços de reboque de veículos;275;1555;6122;2275;856
Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente;389;3095;10906;2289;1182
Administração da infra-estrutura portuária;134;935;3020;706;11
Operações de terminais;1831;3122;16233;5799;27
Gestão de terminais aquaviários;0;0;0;0;0
Atividades de agenciamento marítimo;175;457;7055;1761;19
Atividades auxiliares dos transportes aquaviários não especificadas anteriormente(Desativado);475;956;3305;1453;30
Serviços de praticagem;0;0;0;0;0
Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;0;0;0;0;0
Operação dos aeroportos e campos de aterrissagem;1573;2458;8172;1402;3030
Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem;2518;3521;17042;2420;2020
Comissaria de despachos;175;106;4294;1425;53
Atividades de despachantes aduaneiros;308;432;5534;1879;75
Agenciamento de cargas, exceto para o transporte marítimo;507;428;9433;1418;333
Organização logística do transporte de carga;1791;7839;30532;3660;767
Operador de transporte multimodal - OTM;180;601;2932;1089;28
Atividades do Correio Nacional;6612;22431;64101;20173;13772
Atividades de franqueadas e permissionárias do Correio Nacional;91;665;6844;1882;531
Serviços de malote não realizados pelo Correio Nacional;441;2752;10938;2823;1057
Serviços de entrega rápida;923;5053;20174;5165;2968
Hotéis;11595;64755;115262;44534;22931
Apart-hotéis;378;1621;2199;1217;453
Motéis;3821;11430;23368;6680;5085
Albergues, exceto assistenciais;25;240;566;291;95
Campings;0;19;339;161;64
Pensões (alojamento);362;1240;2817;992;215
Outros alojamentos não especificados anteriormente;234;3568;7428;2336;640
Restaurantes e similares;26393;120185;375023;120572;60835
Bares e outros estabelecimentos especializados em servir bebidas (Desativado);1460;9450;34179;9284;5367
Lanchonetes, casas de chá, de sucos e similares;12592;56572;281023;62380;31320
Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento;0;0;0;0;0
Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento;0;0;0;0;0
Serviços ambulantes de alimentação;274;1117;9005;2269;748
Fornecimento de alimentos preparados preponderantemente para empresas;10295;26111;129128;31342;10294
Serviços de alimentação para eventos e recepções - bufê;1642;4016;15564;3080;2646
Cantinas - serviços de alimentação privativos;255;2192;20581;2435;851
Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;1225;3225;13324;3645;1444
Edição de livros;108;608;8533;2094;244
Edição de jornais (Desativado);493;782;6694;2148;566
Edição de jornais diarios;0;0;0;0;0
Edição de jornais nao diarios;0;0;0;0;0
Edição de revistas;22;178;2720;601;92
Edição de cadastros, listas e outros produtos gráficos;160;476;2303;1101;480
Edição integrada à impressão de livros;37;908;9733;2302;497
Edição integrada à impressão de jornais (Desativado);1360;4454;14249;8818;2373
Edição integrada à impressão de jornais diarios;0;0;0;0;0
Edição integrada à impressão de jornais nao diarios;0;0;0;0;0
Edição integrada à impressão de revistas;106;41;4530;242;31
Edição integrada à impressão de cadastros, listas e outros produtos gráficos;799;3349;14224;5662;1626
Estúdios cinematográficos;60;180;631;102;99
Produção de filmes para publicidade;215;432;1166;498;314
Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;59;676;4248;696;511
Serviços de dublagem;0;2;86;0;0
Serviços de mixagem sonora em produção audiovisual;0;7;194;34;17
Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;59;167;995;200;40
Distribuição cinematográfica, de vídeo e de programas de televisão;68;165;643;36;23
Atividades de exibição cinematográfica;738;1886;8477;1802;1124
Atividades de gravação de som e de edição de música;248;548;1618;567;290
Atividades de rádio;2302;6393;13502;10853;5275
Atividades de televisão aberta;3732;6716;30693;6483;3957
Programadoras;8;140;2345;262;49
Atividades relacionadas à televisão por assinatura, exceto programadoras;0;543;210;126;154
Serviços de telefonia fixa comutada - STFC;1662;6997;31003;14487;4191
Serviços de redes de transporte de telecomunicações - SRTT;0;145;233;45;43
Serviços de comunicação multimídia - SCM;416;1299;4040;2138;1056
Serviços de telecomunicações por fio não especificados anteriormente;10;456;3698;194;105
Telefonia móvel celular;947;3990;14650;2027;1596
Serviço móvel especializado - SME;0;166;5862;133;71
Serviços de telecomunicações sem fio não especificados anteriormente;154;151;2007;95;508
Telecomunicações por satélite;367;376;870;165;346
Operadoras de televisão por assinatura por cabo;408;1297;10993;2942;497
Operadoras de televisão por assinatura por microondas;1;128;115;69;32
Operadoras de televisão por assinatura por satélite;5;136;2393;19;42
Provedores de acesso às redes de comunicações;776;3986;14686;3213;916
Provedores de voz sobre protocolo internet - VOIP;1;35;353;36;2
Outras atividades de telecomunicações não especificadas anteriormente;555;14637;36875;2251;1673
Desenvolvimento de programas de computador sob encomenda (Desativado);545;8419;62391;13453;9583
Desenvolvimento de programas de computador sob encomenda;0;0;0;0;0
web design;0;0;0;0;0
Desenvolvimento e licenciamento de programas de computador customizáveis;137;2139;16267;9065;2477
Desenvolvimento e licenciamento de programas de computador não-customizáveis;278;2540;27564;9865;3942
Consultoria em tecnologia da informação;382;7508;51477;6549;5158
Suporte técnico, manutenção e outros serviços em tecnologia da informação;1517;6267;56161;14432;8322
Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;1314;4622;40921;23318;3447
Portais, provedores de conteúdo e outros serviços de informação na internet;104;893;8665;1616;421
Agências de notícias;23;127;716;146;428
Outras atividades de prestação de serviços de informação não especificadas anteriormente;543;2359;14867;3132;1777
Banco Central;58;560;1487;904;1754
Bancos comerciais;2830;191;1989;88;135
Bancos múltiplos, com carteira comercial;12418;47926;222128;59583;62400
Caixas econômicas;4011;17168;44032;17475;15179
Bancos cooperativos;0;18;15;395;404
Cooperativas centrais de crédito;123;175;607;764;249
Cooperativas de crédito mútuo;1080;1718;11961;15184;4169
Cooperativas de crédito rural;400;458;2539;5109;957
Bancos múltiplos, sem carteira comercial;0;62;2720;702;0
Bancos de investimento;0;0;772;21;3
Bancos de desenvolvimento;0;28;3269;590;34
Agências de fomento;263;318;401;447;278
Sociedades de crédito imobiliário;1;39;61;106;2
Associações de poupança e empréstimo;46;54;121;78;961
Companhias hipotecárias;0;58;170;20;0
Sociedades de crédito, financiamento e investimento - financeiras;158;677;5106;1677;457
Sociedades de crédito ao microempreendedor;89;1;128;44;4
Bancos de Câmbio;0;0;46;0;0
Outras Instituições de Intermediação Não-Monetária não especificadas anteriormente;2;0;5;1;0
Arrendamento mercantil;0;19;386;8;6
Sociedades de capitalização;2;26;879;130;48
Holdings de instituições financeiras;5;53;88;47;9
Holdings de instituições não-financeiras;641;2459;23282;4415;2243
Outras sociedades de participação, exceto holdings;167;798;4660;732;788
Fundos de investimento, exceto previdenciários e imobiliários;0;2;4;0;0
Fundos de investimento previdenciários;0;414;0;0;0
Fundos de investimento imobiliários;0;1;0;0;0
Sociedades de fomento mercantil - factoring;516;865;3763;963;558
Securitização de créditos;10;74;299;269;158
Administração de consórcios para aquisição de bens e direitos;204;1022;7333;2248;936
Clubes de investimento;1;5;4;3;18
Sociedades de investimento;0;0;34;7;8
Fundo garantidor de crédito;0;0;0;0;0
Caixas de financiamento de corporações;0;0;3;0;0
Concessão de crédito pelas OSCIP;15;690;29;519;0
Outras atividades de serviços financeiros não especificadas anteriormente;25;1521;1574;438;228
Seguros de vida;51;331;5898;1600;229
Planos de auxílio-funeral;2;667;581;556;187
Seguros não-vida;225;1199;30759;2295;1131
Seguros-saúde;36;220;5426;176;85
Resseguros;0;0;587;13;0
Previdência complementar fechada;230;1354;4813;985;2302
Previdência complementar aberta;71;199;2192;682;117
Planos de saúde;2479;11403;45270;13026;3961
Bolsa de valores;0;1;10;3;3
Bolsa de mercadorias;0;5;30;15;18
Bolsa de mercadorias e futuros;0;2;1429;35;1
Administração de mercados de balcão organizados;0;0;361;0;0
Corretoras de títulos e valores mobiliários;5;35;4490;195;6
Distribuidoras de títulos e valores mobiliários;2;22;2889;167;74
Corretoras de câmbio;50;253;2169;364;61
Corretoras de contratos de mercadorias;3;21;187;64;82
Agentes de investimentos em aplicações financeiras;24;57;215;42;22
Administração de cartões de crédito;48;1813;2524;1504;454
Serviços de liquidação e custódia;2;42;3;9;0
Correspondentes de instituições financeiras;763;1913;3376;789;720
Representações de bancos estrangeiros;0;1;44;2;0
Caixas eletrônicos;0;0;1021;0;2
Operadoras de cartões de débito;0;48;106;3;2
Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente;166;1169;5382;1189;628
Peritos e avaliadores de seguros;17;225;1383;157;37
Auditoria e consultoria atuarial;3;133;212;31;146
Corretores e agentes de seguros, de planos de previdência complementar e de saúde;744;3501;24876;5268;3853
Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;47;440;5544;1560;427
Atividades de administração de fundos por contrato ou comissão;6;123;5454;147;68
Compra e venda de imóveis próprios;1538;5844;8904;2586;1120
Aluguel de imóveis próprios;731;3979;14438;4296;1780
Loteamento de imóveis próprios;1;185;96;41;7
Corretagem na compra e venda e avaliação de imóveis;850;2525;10427;3787;1703
Corretagem no aluguel de imóveis;289;3291;16119;6508;1410
Gestão e administração da propriedade imobiliária;1373;8110;24603;5777;3160
Serviços advocatícios;2068;11203;47892;18203;5700
Atividades auxiliares da justiça;605;89;638;373;76
Agente de propriedade industrial;3;32;1117;343;4
Cartórios;2925;7510;31062;16173;6301
Atividades de contabilidade;9585;30368;136592;51419;20299
Atividades de consultoria e auditoria contábil e tributária;321;1602;9537;2268;677
Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;4077;13762;67119;11338;4612
Serviços de arquitetura;336;1384;5605;1380;646
Serviços de engenharia;6041;47936;153791;26521;10732
Serviços de cartografia, topografia e geodésia;1257;1334;5643;1358;1303
Atividades de estudos geológicos;343;982;4007;263;840
Serviços de desenho técnico relacionados à arquitetura e engenharia;85;445;2812;703;154
Serviços de perícia técnica relacionados à segurança do trabalho;82;845;1222;503;51
Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente;142;1621;13441;1121;1032
Testes e análises técnicas;436;2218;18349;2743;1101
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;2912;5399;19987;6999;4919
Pesquisa e desenvolvimento experimental em ciências sociais e humanas;1378;1669;2407;753;81
Agências de publicidade;1008;4035;20553;3795;2183
Agenciamento de espaços para publicidade, exceto em veículos de comunicação;162;952;2838;1250;720
Criação de estandes para feiras e exposições;6;38;167;213;7
Promoção de vendas;282;2727;12124;2595;1176
Marketing direto;159;716;3171;1132;253
Consultoria em publicidade;16;193;1546;126;131
Outras atividades de publicidade não especificadas anteriormente;151;1023;14642;2001;446
Pesquisas de mercado e de opinião pública;93;576;6990;367;290
Design;19;75;453;204;61
Decoração de interiores;88;271;1935;286;160
Design de produtos;0;0;0;0;0
Atividades de Design não Especificadas Anteriormente;0;0;0;0;0
Atividades de produção de fotografias, exceto aérea e submarina;223;797;5036;2313;794
Atividades de produção de fotografias aéreas e submarinas;10;39;334;72;10
Laboratórios fotográficos;203;541;2279;1120;219
Filmagem de festas e eventos;69;709;1237;510;189
Serviços de microfilmagem;8;131;1769;110;19
Serviços de tradução, interpretação e similares;112;159;807;192;94
Escafandria e mergulho;34;94;2355;174;1
Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;344;4134;4015;826;1176
Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários;703;23553;17171;1903;1241
Agenciamento de profissionais para atividades esportivas, culturais e artísticas;1;33;351;80;32
Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;1513;1769;11287;3144;1905
Atividades veterinárias;194;540;4129;1161;493
Locação de automóveis sem condutor;3664;14716;20789;5547;3472
Locação de embarcações sem tripulação, exceto para fins recreativos;30;119;471;22;40
Locação de aeronaves sem tripulação;4;2;25;1;9
Locação de outros meios de transporte não especificados anteriormente, sem condutor;383;920;4273;638;347
Aluguel de equipamentos recreativos e esportivos;87;440;1240;416;231
Aluguel de fitas de vídeo, DVDs e similares;153;497;3425;1137;331
Aluguel de objetos do vestuário, jóias e acessórios;213;1959;5438;2641;1195
Aluguel de aparelhos de jogos eletrônicos;23;264;487;79;29
Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal, instrumentos musicais;67;1050;4453;835;691
Aluguel de material médico;8;26;244;8;131
Aluguel de outros objetos pessoais e domésticos não especificados anteriormente;29;292;1096;280;137
Aluguel de máquinas e equipamentos agrícolas sem operador;512;1665;2349;443;768
Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;1899;10785;28082;3977;3680
Aluguel de andaimes;287;1432;5605;938;448
Aluguel de máquinas e equipamentos para escritório;766;2729;10243;1106;606
Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador;14;138;504;9;0
Aluguel de equipamentos científicos, médicos e hospitalares, sem operador;74;190;1434;138;79
Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;206;1931;7042;1551;727
Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;1398;4909;23785;4448;1557
Gestão de ativos intangíveis não-financeiros;8;197;3610;641;100
Seleção e agenciamento de mão-de-obra;4868;35785;73786;10255;6180
Locação de mão-de-obra temporária;12499;71838;174901;30339;17194
Fornecimento e gestão de recursos humanos para terceiros;1409;17007;84879;9242;8752
Agências de viagens;2695;10087;38280;11939;5364
Operadores turísticos;164;647;1545;482;136
Serviços de reservas e outros serviços de turismo não especificados anteriormente;103;1701;1689;479;826
Atividades de vigilância e segurança privada;36566;106151;283180;84618;49378
Serviços de adestramento de cães de guarda;63;1266;109;71;2
Atividades de transporte de valores;8370;20890;39854;9119;6000
Atividades de monitoramento de sistemas de segurança (Desativado);2450;8559;27488;9435;3956
Atividades de monitoramento de sistemas de segurança eletronico;0;0;0;0;0
Outras atividades de serviços de segurança;0;0;0;0;0
Atividades de investigação particular;73;14;192;9;1
Serviços combinados para apoio a edifícios, exceto condomínios prediais;2630;9398;95428;19783;4943
Condomínios prediais;13318;102229;343032;68524;34835
Limpeza em prédios e em domicílios;47693;76909;377924;98778;65311
Imunização e controle de pragas urbanas;552;2184;10990;2308;777
Atividades de limpeza não especificadas anteriormente;1611;10748;42857;16139;6086
Atividades paisagísticas;740;2065;12452;3082;1668
Serviços combinados de escritório e apoio administrativo;6398;20566;138682;35483;16439
Fotocópias;847;3178;10066;2919;3302
Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;705;5047;35939;11339;4593
Atividades de teleatendimento;727;78854;308262;28404;29691
Serviços de organização de feiras, congressos, exposições e festas;859;4537;20956;4824;3193
Casas de festas e eventos;152;851;2955;658;469
Atividades de cobrança e informações cadastrais;2416;13976;61953;17746;4973
Envasamento e empacotamento sob contrato;296;1002;9873;1383;514
Medição de consumo de energia elétrica, gás e água;218;3778;2538;2130;2332
Emissão de vales-alimentação, vales-transporte e similares;43;147;3543;316;14
Serviços de gravação de carimbos, exceto confecção;55;93;78;28;31
Leiloeiros independentes;20;77;1189;186;175
Serviços de levantamento de fundos sob contrato;0;6;104;206;0
Casas lotéricas;1981;8587;19448;7284;3532
Salas de acesso à internet;105;304;736;427;140
Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;6287;64219;228673;39415;24909
Administração pública em geral;866502;2340257;3193126;970246;738633
Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;2858;21703;7953;103507;42713
Regulação das atividades econômicas;1747;1839;4842;712;2385
Relações exteriores;0;0;14;3;3810
Defesa;13597;15040;74966;7973;221768
Justiça;20552;55181;118107;33760;40660
Segurança e ordem pública;33933;82997;154039;72065;65573
Defesa Civil;777;5118;15930;2787;2736
Seguridade social obrigatória;5822;13851;17829;8546;9291
Educação infantil - creche;1524;4704;42714;13047;4366
Educação infantil - pré-escola;7318;32023;85436;20581;12696
Ensino fundamental;10509;79419;166703;30999;25514
Ensino médio;6106;33750;72086;24627;11479
Educação superior - graduação;25670;51617;123192;55596;21661
Educação superior - graduação e pós-graduação;9628;66806;184172;77237;26703
Educação superior - pós-graduação e extensão;1895;10939;21663;4543;4275
Educação profissional de nível técnico;5835;6799;23233;9760;2185
Educação profissional de nível tecnológico;1039;12916;6532;4510;3160
Administração de caixas escolares;1522;109;4192;177;4
Atividades de apoio à educação, exceto caixas escolares;205;1819;16924;4193;766
Ensino de esportes;313;667;4516;1244;521
Ensino de dança;69;348;1656;396;188
Ensino de artes cênicas, exceto dança;2;2;52;31;5
Ensino de música;293;109;3626;285;137
Ensino de arte e cultura não especificado anteriormente;12;184;955;166;133
Ensino de idiomas;2355;7029;39289;8647;3983
Formação de condutores;3216;9505;35706;15136;5683
Cursos de pilotagem;36;165;742;211;80
Treinamento em informática;553;1958;8350;1916;991
Treinamento em desenvolvimento profissional e gerencial;2184;4103;16154;6694;2404
Cursos preparatórios para concursos;604;1629;5953;1619;1519
Outras atividades de ensino não especificadas anteriormente;8122;25692;71265;24340;16793
Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;27474;134526;483051;157726;50898
Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;7232;50580;135198;25196;10227
UTI móvel;13;201;2929;1263;222
Serviços móveis de atendimento a urgências, exceto por UTI móvel;11;918;291;57;5
Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;27;297;1926;383;62
Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos;1260;6132;16159;4474;1616
Atividade médica ambulatorial com recursos para realização de exames complementares;781;5778;22246;6133;2328
Atividade médica ambulatorial restrita a consultas;3365;14795;63052;17287;6133
Atividade odontológica com recursos para realização de procedimentos cirúrgicos;3510;11533;44020;15617;9156
