"Município";"Abacate";"Abacaxi*";"Açaí";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Alho";"Amendoim (em casca)";"Arroz (em casca)";"Aveia (em grão)";"Azeitona";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Cana-de-açúcar";"Cana para forragem";"Caqui";"Castanha de caju";"Cebola";"Centeio (em grão)";"Cevada (em grão)";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Ervilha (em grão)";"Fava (em grão)";"Feijão (em grão)";"Figo";"Fumo (em folha)";"Girassol (em grão)";"Goiaba";"Guaraná (semente)";"Juta (fibra)";"Laranja";"Limão";"Linho (semente)";"Maçã";"Malva (fibra)";"Mamão";"Mamona (baga)";"Mandioca";"Manga";"Maracujá";"Marmelo";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Rami (fibra)";"Sisal ou agave (fibra)";"Soja (em grão)";"Sorgo (em grão)";"Tangerina";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Sebastião Leal (PI)";"-";"-";"-";"...";"-";"46377";"-";"-";"3573";"-";"-";"85";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"888";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"74";"-";"-";"-";"-";"-";"123548";"-";"-";"-";"-";"-";"-";"-";"294798";"1985";"-";"-";"-";"-";"-";"-";"-"
"Sigefredo Pacheco (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1057";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"139";"-";"-";"-";"749";"-";"990";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Simões (PI)";"-";"-";"-";"...";"-";"142";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"833";"-";"-";"-";"200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"19404";"-";"-";"-";"117";"-";"2524";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1380";"-";"-";"-";"-";"-"
"Simplício Mendes (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1";"-";"-";"425";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"227";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"100";"-";"-";"-";"-";"-";"324";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Socorro do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"165";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"17";"-";"-";"-";"-";"-";"1366";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sussuapara (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"1764";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"11";"-";"-";"-";"-";"215";"-";"-";"-";"-";"137";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"93";"-";"-";"-";"140";"-";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tamboril do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"4";"-";"-";"18";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"427";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"975";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tanque do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"130";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"133";"-";"-";"-";"-";"-";"-";"-";"-";"447";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"104";"-";"-";"-";"-";"-";"83";"-";"-";"-";"-";"-";"-";"-";"10513";"-";"-";"-";"-";"-";"-";"-";"-"
"Teresina (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1812";"-";"-";"733";"-";"-";"-";"...";"-";"-";"-";"-";"...";"32889";"...";"-";"319";"-";"-";"-";"-";"1388";"-";"-";"-";"19";"944";"-";"-";"-";"145";"-";"-";"831";"-";"-";"-";"-";"-";"-";"754";"470";"-";"-";"773";"-";"2266";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"União (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1584";"-";"-";"90";"-";"-";"-";"...";"-";"-";"-";"-";"...";"81516";"...";"-";"93";"-";"-";"-";"-";"32";"-";"-";"-";"18";"1050";"-";"-";"-";"-";"-";"-";"285";"-";"-";"-";"-";"-";"-";"436";"291";"-";"-";"960";"-";"3406";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Uruçuí (PI)";"-";"-";"-";"...";"-";"22513";"-";"-";"2343";"-";"-";"83";"-";"-";"-";"...";"-";"-";"-";"-";"...";"138";"...";"-";"277";"-";"-";"-";"-";"-";"-";"-";"-";"60";"3707";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"313";"-";"-";"-";"288";"-";"672666";"-";"-";"-";"-";"-";"-";"-";"1627838";"5512";"-";"-";"-";"-";"-";"-";"-"
"Valença do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"24";"-";"-";"2625";"-";"-";"-";"...";"-";"-";"-";"-";"...";"385";"...";"-";"354";"-";"-";"-";"-";"210";"-";"-";"-";"-";"162";"-";"-";"-";"-";"-";"-";"53";"-";"-";"-";"-";"-";"-";"897";"32";"-";"-";"158";"-";"172";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Várzea Branca (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2072";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"151";"-";"-";"-";"-";"-";"1221";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Várzea Grande (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"246";"-";"-";"390";"-";"-";"-";"...";"-";"-";"-";"-";"...";"26";"...";"-";"69";"-";"-";"-";"-";"-";"-";"-";"-";"683";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"32";"-";"-";"-";"168";"-";"139";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Vera Mendes (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1794";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"405";"-";"-";"-";"-";"-";"2373";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Vila Nova do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"701";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"176";"-";"-";"-";"-";"-";"540";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Wall Ferraz (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1015";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"210";"-";"-";"-";"-";"-";"270";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
