"Município";"Abacate";"Abacaxi*";"Açaí";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Alho";"Amendoim (em casca)";"Arroz (em casca)";"Aveia (em grão)";"Azeitona";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Cana-de-açúcar";"Cana para forragem";"Caqui";"Castanha de caju";"Cebola";"Centeio (em grão)";"Cevada (em grão)";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Ervilha (em grão)";"Fava (em grão)";"Feijão (em grão)";"Figo";"Fumo (em folha)";"Girassol (em grão)";"Goiaba";"Guaraná (semente)";"Juta (fibra)";"Laranja";"Limão";"Linho (semente)";"Maçã";"Malva (fibra)";"Mamão";"Mamona (baga)";"Mandioca";"Manga";"Maracujá";"Marmelo";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Rami (fibra)";"Sisal ou agave (fibra)";"Soja (em grão)";"Sorgo (em grão)";"Tangerina";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"João Costa (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"2168";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"259";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Joaquim Pires (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"817";"-";"-";"124";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"653";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"380";"-";"-";"-";"-";"-";"803";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Joca Marques (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"155";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"245";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"490";"-";"-";"-";"406";"-";"223";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"José de Freitas (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"990";"-";"-";"108";"-";"-";"-";"...";"-";"-";"-";"-";"...";"66900";"...";"-";"128";"-";"-";"-";"-";"-";"-";"-";"-";"18";"1178";"-";"-";"-";"-";"-";"-";"232";"272";"-";"-";"-";"-";"-";"1710";"523";"-";"-";"1455";"-";"1715";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Juazeiro do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"141";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"110";"-";"-";"-";"164";"-";"688";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Júlio Borges (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"105";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"660";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"533";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jurema (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"620";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"504";"-";"-";"-";"-";"-";"610";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoinha do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"233";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"9";"104";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"218";"-";"-";"-";"-";"-";"275";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa Alegre (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"375";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"36";"394";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"720";"-";"-";"-";"700";"-";"446";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa do Barro do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"714";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"21";"-";"-";"-";"-";"-";"196";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa de São Francisco (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"147";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"74";"-";"-";"-";"-";"-";"-";"-";"-";"180";"950";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"374";"-";"-";"-";"-";"-";"726";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"437";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"21";"122";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"360";"-";"-";"-";"240";"-";"549";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa do Sítio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"376";"-";"-";"-";"-";"-";"-";"-";"-";"10";"328";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"380";"-";"-";"-";"-";"-";"2695";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Landri Sales (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"412";"-";"-";"192";"-";"-";"-";"...";"-";"-";"-";"-";"...";"12";"...";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"38";"654";"-";"-";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"72";"-";"-";"-";"-";"-";"67579";"-";"-";"-";"-";"-";"-";"-";"16243";"-";"-";"-";"-";"-";"-";"-";"-"
"Luís Correia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"584";"-";"-";"-";"-";"594";"-";"-";"-";"-";"5260";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"13760";"-";"-";"-";"-";"-";"4478";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Luzilândia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1170";"-";"-";"140";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"460";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"512";"-";"-";"-";"540";"-";"1040";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Madeiro (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"424";"-";"-";"74";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"455";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"288";"-";"-";"-";"90";"-";"322";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Manoel Emídio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"109";"-";"-";"407";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"168";"-";"-";"-";"-";"-";"-";"-";"-";"80";"216";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"365";"-";"-";"-";"-";"-";"270";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Marcolândia (PI)";"-";"-";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25223";"-";"-";"-";"-";"-";"758";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Marcos Parente (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"108";"-";"-";"51";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"20";"256";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"84";"-";"-";"-";"-";"-";"403";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Massapê do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"132";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Matias Olímpio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"893";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"45";"315";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"285";"-";"-";"-";"-";"-";"316";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Miguel Alves (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"19987";"-";"-";"247";"-";"-";"-";"...";"-";"-";"-";"-";"...";"29793";"...";"-";"39";"-";"-";"-";"-";"72";"-";"-";"-";"-";"1622";"-";"-";"-";"-";"-";"-";"65";"-";"-";"-";"-";"-";"-";"1350";"264";"-";"-";"600";"-";"2201";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Miguel Leão (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"116";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"125";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"73";"-";"-";"-";"-";"-";"194";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Milton Brandão (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"55";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"25";"...";"-";"364";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1044";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"650";"-";"-";"-";"395";"-";"1201";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Monsenhor Gil (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"494";"-";"-";"93";"-";"-";"-";"...";"-";"-";"-";"-";"...";"34";"...";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"108";"332";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"162";"58";"-";"-";"1000";"-";"628";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Monsenhor Hipólito (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2730";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1927";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3320";"-";"-";"-";"-";"-";"338";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Monte Alegre do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"4935";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2326";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"70";"-";"-";"-";"-";"-";"70990";"-";"-";"-";"-";"-";"-";"-";"245642";"-";"-";"-";"-";"-";"-";"-";"-"
"Morro Cabeça no Tempo (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"439";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"70";"-";"-";"-";"-";"-";"312";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Morro do Chapéu do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"472";"-";"-";"135";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"50";"210";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"750";"-";"-";"-";"150";"-";"330";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Murici dos Portelas (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"751";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"166";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1483";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1385";"-";"-";"-";"-";"-";"484";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nazaré do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"140";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"102";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"281";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nazária (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"122";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"8";"217";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"194";"-";"-";"-";"275";"-";"351";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nossa Senhora de Nazaré (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"79";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"554";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"289";"-";"-";"-";"-";"-";"652";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nossa Senhora dos Remédios (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"772";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"17";"140";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"280";"-";"-";"-";"-";"-";"350";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Oriente do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"200";"-";"-";"-";"-";"-";"-";"-";"-";"60";"100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"1193";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Santo Antônio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"57";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"47";"-";"-";"-";"-";"-";"612";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Oeiras (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"414";"-";"-";"408";"-";"-";"-";"...";"-";"-";"-";"-";"...";"47";"...";"-";"166";"-";"-";"-";"-";"-";"-";"-";"-";"78";"510";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"660";"-";"-";"-";"225";"-";"1814";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Olho D'Água do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"156";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"40";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"150";"-";"-";"-";"3000";"-";"1101";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Padre Marcos (PI)";"-";"-";"-";"...";"-";"30";"-";"58";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1308";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"42";"-";"-";"-";"-";"-";"1525";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paes Landim (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"88";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"255";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"18";"-";"-";"60";"-";"360";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pajeú do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"110";"...";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"53";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-";"1726";"50022";"454";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Palmeira do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2450";"-";"-";"36";"-";"-";"-";"...";"-";"-";"-";"-";"...";"2052";"...";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"30";"2405";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"184";"-";"-";"-";"-";"-";"49869";"-";"-";"-";"-";"-";"-";"-";"114906";"-";"-";"-";"-";"-";"-";"-";"-"
"Palmeirais (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"4323";"-";"-";"320";"-";"-";"-";"...";"-";"-";"-";"-";"...";"48";"...";"-";"489";"-";"-";"-";"-";"-";"-";"-";"-";"360";"410";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"317";"158";"-";"-";"536";"-";"2914";"-";"-";"-";"-";"-";"-";"-";"3852";"-";"-";"-";"-";"-";"-";"-";"-"
"Paquetá (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"94";"...";"-";"712";"-";"-";"-";"-";"88";"-";"-";"-";"-";"284";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1291";"-";"-";"-";"-";"-";"748";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Parnaguá (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1152";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"245";"-";"-";"-";"-";"-";"5046";"-";"-";"-";"-";"-";"-";"-";"1676";"-";"-";"-";"-";"-";"-";"-";"-"
"Parnaíba (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"399";"-";"-";"7976";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"44";"-";"-";"-";"-";"2022";"-";"-";"-";"-";"520";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"66";"-";"1102";"37";"-";"-";"5308";"-";"233";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Passagem Franca do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"927";"-";"-";"163";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"8";"76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"39";"-";"-";"-";"2100";"-";"226";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Patos do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"234";"81";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"499";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"204";"180";"-";"-";"48";"-";"143";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pau D'Arco do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"126";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"8";"179";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"59";"-";"-";"-";"1309";"-";"187";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paulistana (PI)";"-";"-";"-";"...";"-";"190";"-";"-";"-";"-";"-";"180";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"35";"-";"-";"-";"-";"135";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"648";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pavussu (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"42";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"70";"...";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"20";"718";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"966";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedro II (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"99";"...";"-";"200";"-";"-";"-";"-";"-";"-";"-";"-";"175";"2035";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"410";"-";"-";"-";"225";"-";"1433";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedro Laurentino (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"144";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"27";"-";"-";"-";"30";"-";"338";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Santa Rita (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"302";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"532";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Picos (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"11";"-";"-";"1709";"17";"-";"-";"...";"-";"-";"-";"-";"...";"180";"...";"-";"858";"-";"-";"-";"-";"360";"-";"-";"-";"-";"1093";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"92";"-";"866";"414";"-";"-";"440";"-";"2156";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"456";"-";"-";"-";"-";"-"
"Pimenteiras (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"57";"-";"-";"290";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"196";"-";"-";"-";"-";"42";"-";"-";"-";"9";"1502";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"132";"-";"-";"-";"407";"-";"990";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pio IX (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"17820";"-";"-";"-";"-";"-";"-";"-";"-";"42";"4950";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2772";"-";"-";"-";"-";"-";"6219";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
